6892_8764_000976|Wokulski przybiegł do niej. Podała mu rękę i we dwoje opuścili salon. Osamotnionego księcia zaraz otoczyli mężczyźni; niektórzy prosili go, ażeby zapoznał
6892_10920_001533|I ty jeszcze będziesz śmiał bronić Ramzesa?. — krzyknął Mefres. — Bronić go muszę i będę, gdyż uroczyście zaprzysiągłem to królowej. Gdyby zaś nie czcigodna córka świętego Amenhotepa, nasze położenie nie byłoby takiem, jak jest
6892_8338_000287|Choć jest ona w nas, to przecież rozumieć jej w tem życiu nie możemy dla tych samych powodów, dla jakich gąsienica nie czuje w sobie i nie rozumie motyla. — Być może, iż myśli moje zeszły się z pojęciami braminów, nie będę przeczył,
6892_10462_000578|Przyszła chwila rozkwitu dla nowe nauki. Nasza epoka est pełna ta- kich rozkwitów niespodzianych, takich do rzewań pozornie nagłych, a na które wieki się składały.
7014_6834_000368|Zresztą nie zakazuję ci żebrać w przerwach między jednym a drugim poleceniem. Złóż więc dzięki niebu za szczęśliwe zrządzenie losu i pójdź ze mną do cyrulika, gdzie zatrzymam się chwilę i będziemy mogli porozmawiać.
6892_8912_000729|Proszę pana, tu panowie wysiadają. Pan baron już pije herbatę. Wokulski ocknął się, nad nim stal konduktor i budził go w najuprzejmiejszy sposób. — Jakto, już dzień? — spytał zdziwiony
6892_10674_000209|Prawdę mówisz — wtrącił Tutmozis. — To samo i ja spostrzegłem i to samo słyszę od naszych oficerów, którzy twierdzą, że takie wojsko asyryjskie, jakie tu widzieli, słabszy stawi opór, aniżeli hordy libijskie
6892_8912_001912|Więc to Maruszewicz! — pomyślałem. — Ładna para. — Ja jestem zupełnie inny — odparł ciszej męski głos za drzwiami i znowu rozległy się dwa pocałunki, zpewnością w rękę.
7014_6834_001294|Jaśnie Oświecony książe, racz pozwolić przyjechać memu bratu, szczęście moje bowiem nie będzie zupełnem jeżeli go nie uściskam po tak długiem rozłączeniu. Książe zmarszczył brwi i odpowiedział:
6892_8912_000556|Czy jesteś tego pewna? — Najzupełniej. Zresztą przekonałam się, że to, co wydawało mi się sidłami z jego strony, jest tylko interesem. Ojciec pożycza mu trzydzieści tysięcy rubli i kto wie, czy wszystkie jego zabiegi nie do tego były skierowane
6892_10350_000147|Szczęścia na świecie drogi kręte, śliskie: A każdy chciwie do mety się śpieszy Uwielbia nader jeden stany niskie, Chce być ukrytym w pospolitej rzeszy:
6892_6161_000250|Podobno nie był bez talentu. Zresztą nie śledziłem postępów jego na tem polu, oddany mym zawodowym pracom. Tylko od czasu do czasu słyszałem od znajomych, że pisze i wydaje.
6892_10920_000481|Przypuśćmy — odparł Ramzes. — Ależ ja, aby dotrzymać wam obietnic, muszę pierwej zgnieść kapłanów. Jest to walka, a skutek walki niepewny.
7014_6834_000295|padałam przed nią na kolana, całowałam ślady jej stóp, zaklinałam wietrzyk aby jej moje żale zanosił, i chciałam go rozpłomienić gorącemi westchnieniami. Zibelda wierna naukom swego mistrza, naznaczyła mi schadzkę.
6892_8912_000502|Przed paroma laty, właśnie w Paryżu, Rossi był ideałem panny Izabeli; kochała się w nim i nawet nie kryła swych uczuć, o ile, rozumie się, było to możliwem dla panienki jej stanowiska.
7014_6834_003665|Duchowny ten nie był złym z natury, przeciwnie, był nawet może zbyt czułym i jego ukryte skłonności wcale nie zgadzały się z powołaniem duchownego, tak że Sanudo w trzydziestym roku życia nie zdołał jeszcze nad niemi zapanować.
6892_8912_001163|Dziękuję. Są przysługi, których się nie prędko zapomina i doprawdy. Tu zaczęła mówić wolniej i ciszej. — Doprawdy, ulżyłby pan memu sumieniu, żądając czegoś, coby zrównoważyło pańską. uprzejmość
6892_6161_000080|A jednak zauważyłem, że od czasu do czasu cień przelotny przesunął się po jego pięknej, męskiej twarzy i parę razy pochwyciłem wzrok, spoczywający na mnie ze szczególną uwagą.
6892_10920_001464|Stojący w głowach czarny niewolnik chłodził pana wachlarzem ze strusich piór; na posadzce siedział pisarz nomesu i czytał raport. Tutmozis miał minę tak zafrasowaną, że nomarcha natychmiast wyprawił pisarza i niewolnika,
10900_6473_001112|Tak. Tom jest ostatecznie dość mocny, aby przewodzić nad dziewczętami — ale jego brat może być silniejszy. Marta zbladła i spojrzała niespokojnie na chłopca. Ale niepokój jej nie trwał długo.
6892_10350_000226|Gdy nasyconych zupełnie obaczył, Dopiero wszystkich zwołuje na radę; I aby każdy zdanie odkryć raczył, Poprzedniczemi obliguje słowy, A sam układa treść swojej przemowy.
6892_6745_000009|Wojna powszechna. Jak zabieżeć złemu, W kącie z proboszczem wicesgerent radzą; A chcąc usłużyć dobru powszechnemu, Doktora tamże do siebie prowadzą:
6892_10462_001054|Zaraz po naszym pierwszym spotkaniu oświadczył, że na- zwa Halluciniego est fantazy nym pseudonimem, i powiedział mi pod sekretem drugie, prawdziwe nazwisko. Ale po kilku latach wyznał, że i to drugie eszcze nie est prawdzi- wym, i wymienił trzecie;
6892_8338_000476|Nagle żywa lokomotywa poczęła się opuszczać i po chwili znaleźliśmy się blizko ziemi. Rozróżniałem każdy odłam skały, każdą plamę porostu. Otucha napełniła me serce.
6892_6205_000087|Opadli piersiami na stół, bo nikt już sił nie miał, trzymali się kurczowo za ręce, bojąc się puścić, bojąc się przepaść w samotności. cisnęli się do siebie ramionami i, stłoczeni, drżący, przejęci świętym dreszczem zachwytu
7014_6834_004970|Jeden z moich ludzi, który niechciał udać się ze mną do Ameryki, wszedł w służbę Rowellasa; opowiedział służącej ochmistrzyni hrabiny całą historyę kupna domu w Villaca i mego przebrania się za wieśniaka,
6892_8912_002480|Cóż ja robię złego — myślał Wokulski — że się kocham?. Może trochę zapóźno, ależ przez całe życie nie pozwalałem sobie na podobny zbytek. Kochają się miliony ludzi, kocha się cały świat czujący, dlaczegóż mnie jednemu miałoby to być zabronione
6892_10615_000909|O Astoreth!. — jęknął Fenicjanin. Usta mu posiniały, a ręce zaczęły drżeć tak, że ledwie zdążył owinąć swój kielich w białą chustę. W parę dni później Dagon popłynął ze swoim kielichem do folwarku Sary.
7014_6834_002660|Gdyby jakie dwie kobiety przyszły dopytywać się o mnie, nie wpuścisz ich pod żadnym pozorem. Sanudo nie przyszedł na wieczerzę, przepędził wieczór na modlitwie
6892_10920_001441|Oto głupi motłoch! — myślał, nie hamując w swem sercu pogardy. — Niedawno tonęli, byle tylko ujrzeć oblicze jego świątobliwości, a dziś żałują krzyku. Czyby już zapomnieli i o siódmym dniu odpoczynku, i o ziemi na własność
6892_8338_000621|Dopiero gdy porównasz drobność ciał owadzich z wielkością ptaków, zrozumiesz, że lot naszej ważki wielokrotnie przewyższał lot ptaków: Łatwo nawet obrachować ten stosunek.
6892_5541_000573|— To bardzo ważny szczegół — poświadczył. — Wypełnia lukę, której nie zdołałem pokryć. Wiesz zapewne, że pomiędzy tą damą a Stapletonem zachodzą bardzo blizkie stosunki?.
7014_6834_001017|Zdjęty ciekawością i troskliwy o spokojność drogiej sercu memu osoby, dałem się namówić. Busqueros kazał przynieść chłodników i zaczął mówić rzeczy nie mające z sobą żadnego związku.
6892_10615_000002|która tama ulega naprawie, gdzie znajdują się piece do topienia bronzu, gdzie śpichrze królewskie, gdzie bagna zarosłe lotosem i papirusem, które pola są zasypane piaskiem i tak dalej.
6892_8764_001607|Potem zapisał cenę spluwaczki na kartce, podał ją przez ramię Rzeckiemu i poszedł za gablotkę z miną bankiera, który złożył na cel dobroczynny kilka tysięcy rubli. Spór o siwiznę i łysinę
7014_6288_000194|Mowy tej używała w ostateczności, gdy już w chałupie Błażkowej nie było, bo przy niej to niczego chęciom jej nie zbrakło. Miała wszystkiego po uszy — trudno powiedzieć, ale po kolana.
7014_6834_002940|ale nie byłem jeszcze w ówczas dość oswojony z postępowaniem podobnego rodzaju, poprzestałem więc na porządnem go oćwiczeniu. Nieszczęsna moja gwiazda, jak sami widzicie, sprawiła
7014_6834_000893|Cichaczem postępowaliśmy za nią na drugi koniec miasta i widząc że wchodziła do jakiegoś domu, znowu skryliśmy się w sąsiedniej bramie. Po niejakim czasie pani Cerelli wyszła i udała się do siebie.
6892_8764_000708|Nazajutrz miewał posępny humor i skarżył się na ból głowy. Do przyjemniejszych dni należała u niego niedziela; wówczas bowiem obmyślał i wykonywał plany wystaw okiennych na cały tydzień.
6892_5541_000402|Dotychczas w mojem śledztwie nie dopisywało mi szczęście — teraz uśmiechnęło się do mnie. Zwiastunem dobrej wieści był pan Frankland. Stał właśnie przy furtce swego ogrodu, wznoszącego się przy gościńcu.
6892_10920_000880|Ale można się i przywiązać do nich — odparł z uśmiechem arcykapłan. Faraon podziękował każdemu ze swych przewodników i zakończył: — Radbym udzielić wam jakiej łaski, żądajcie więc.
7014_6254_000250|Z pomiędzy chat wybiegło kilka koników chłopskich, siedzieli na nich małe chłopcy, nawołując się radośnie i wzywając po imieniu innych chłopców, jadących na wozach i mieszczańskich bryczkach.
10900_6473_000155|Gdybym mógł odejść! — westchnąłem mimowoli, — ale, niestety, jestem tylko człowiekiem, takim jak wy. W grupie karłów powstał ruch i ożywienie
6892_8764_001301|Milczący dotychczas egiptolog zakomenderował, przeciwnicy, wycelowawszy pistolety, ruszyli. Baron zmierzył Wokulskiemu w prawy obojczyk i, zniżając pistolet, delikatnie przycisnął cyngiel. W
7014_6834_003071|Zastałam dzieci zdrowe i wesołe, zachowałam kobietę która miała o nich pierwsze starania, z resztą jeden służący i drugi chłopiec od pługa składali całą moją służbę. Tym sposobem żyłam bez zbytku ale i bez nędzy.
6892_9500_000784|czy oszukiwałaby mnie starą metodą, to jest potajemnie, czy nową, to jest jawnie i może nawet żądając mego przyzwolenia?. Wokulski schwycił się za głowę. — Okropność. —
6892_9500_001906|Tak, ona mogła go uspokoić. Mając szczęście osobiste, łatwiej pogodziłby się z otoczeniem i zużyłby energią w tych kierunkach, jakie są u nas możliwe. Ale. nietęgo trafił. —
6892_8338_000576|Nadchodzą wreszcie chłody, a z niemi chwila, w której delikatne stworzonka z braku pożywienia i ciepła muszą wyginąć. Wtedy ni ztąd ni zowąd, pierwszy raz w ciągu roku przychodzą na świat, prócz samiczek, skrzydlate okazy.
6892_9500_000994|Musiał spostrzedz zadowolenie na mojej twarzy, mnie to kupno kamienicy nigdy nie przypadało do gustu, bo ścisnął mnie za rękę jeszcze mocniej, o ile taki zdechlak może coś mocno robić i, słodko uśmiechając się,
7014_6834_001351|Atoli stworzony byłem dla miłości. Tuskula żyła dotąd w mem sercu choć mi bolesną próżnię w życiu zostawiła. Postanowiłem ją zapełnić.
7014_6834_004526|Wydobyto wszystko złoto i złożono je w oddalonej ztąd jaskini. Naprzód zaprowadzę was do kopalni, gdzie przekonanieprzekonacie się o prawdzie słów moich; następnie każdy przystąpi do odebrania swojej części.
10900_6473_001541|Wóz stał opatrzony u samego ujścia wąwozu, otwierającego się przed nami jak brama do nowego świata; należało tylko motor elektryczny puścić w ruch za pomocą akumulatorów, nabitych
6892_10674_001282|Azjaci potwierdzili słowa kapłana, dodając, że daleko na północy woda bardzo często zamienia się w kamień, a para w białą sól, która jednak nie ma żadnego smaku, tylko szczypie w palce i wywołuje ból w zębach.
6892_5541_000363|— I będziesz mi donosił o wszystkiem — rzekł Holmes. — Gdy przyjdzie kryzys, co jest nieuniknionem, wskażę ci, jak masz postąpić. Sądzę, że za dni kilka będziesz gotów do drogi
6892_10674_000437|Przed południem, do książęcego obozu nadciągnął z Egiptu świeży pułk tebański, a oprócz tego kilka tysięcy ludzi i kilkaset osłów przyniosło wielkie zapasy żywności i namioty.
6892_10462_000108|Na fotelu siedział człowiek, a racze cień człowieka, z twarzą ak wosk żółtawą, prze rzystą, obumarłą, tylko oczy świeciły, sprawia ąc przeraża ące wrażenie, ak- by kto żywe źrenice obsadził w głowie lalki.
6892_8912_002253|Wokulski drgnął. — Byłem pewny — mówił pan Łęcki — że wezmę choć ze sto dziesięć tysięcy. Już na sali słyszałem dokoła siebie głosy, że kamienica warta sto dwadzieścia.
7014_6834_004286|Lekarz mój, przyniósł mi dwa listy, pierwszy był od Toledo który donosił mi że wyjechał do Wiednia, ale z jakiemi poleceniami, tego nie mogłem odgadnąć.
7014_6834_003024|Ruszyliśmy w pochód. Żyd wieczny tułacz wkrótce złączył się z nami i tak dalej ciągnął opowiadanie swoich przygód.
7014_6834_003378|Jeden od drugiego stał w odległości nie zawadzającej wolnym poruszeniom prawej ręki. Don Busqueros, wychodząc z odwachu, poznał że te przygotowania jego się dotyczyły i że był, jak to mówią, królem tej uroczystości.
6892_6161_000394|Dzień był jesienny, przeniknięty srzeżogą dymów, wilgocią dżdżu. Z rozchwiei mgieł wysnuwały się jakieś twarze widmowe, maski zagadek, zacięte usta symbolów.
6892_9500_001520|A pan zkąd? — zapytał go Wokulski. — Prosto z Zasławka, gdzie siedzę prawie od dwu miesięcy — odparł Ochocki. — A niechże ich wkońcu dyabli wezmą, w jakie wpadłem awantury
6892_8912_000307|Prawda, jak to szkło dobrze udaje metal?. Może chcesz je rozgrzać, albo kuć młotem?. Wokulski przetarł oczy. Nie ulega kwestyi, że takiego szkła nie widziano na świecie.
6892_8912_001292|Pan Łęcki bowiem nie wygląda tak, jak bankrut, któremu licytują kamienicę, ale jak milioner, który przyjechał do rejenta, ażeby podnieść drobną sumę stu kilkudziesięciu tysięcy rubli.
6892_6779_000060|Zeszły się czapki, birety, kaptury, A co największa, i głowy nie lada. Pan Wicesgerent burzliwej natury, Plantę zemszczenia najpierwszy układa:
6892_8338_000292|Już Arystoteles, największy podobno naturalista wszystkich czasów, zauważył, że owady są nie lada muzykantami, a pod względem rozmaitości instrumentów przewyższają o całe niebo wszelkie ludzkie orkiestry.
6892_10920_001497|Nie lękasz się, panie, zdrady? — spytał Tutmozis. Faraon niedbale machnął ręką. — Zdrada ciągle sączy się, jak woda z pękniętej beczki
7014_6834_003672|Wróciwszy do zmysłów, ujrzałem się obok studni ogrodowej, otoczony moim ojcem i braćmi którzy obmywali mi twarz i starali się zatrzymać upływ krwi.
6892_8764_000801|Już ujarzmiliśmy wiatr, ciepło, światło, piorun. Czy więc nie sądzisz pan, że nadeszła pora nam samym wyzwolić się z oków ciężkości?. To idea, leżąca dziś w duchu czasu
6892_9500_000172|Więc robi pan zawód swoim wspólnikom. — Jaki? Panowie sami zawiązaliście ze mną spółkę tylko na rok i sami żądaliście takiego prowadzenia interesów, ażeby w ciągu miesiąca po rozwiązaniu umowy, każdy wspólnik mógł wycofać swój wkład.
6892_10674_000638|Radzę ci więc, ażebyś ty i starszyzna libijska udali się stąd do Memfisu i tam, upadłszy na twarz przed władcą i bogiem tego świata, powtórzyli pokorną mowę, której tu wysłuchałem.
6892_10462_000885|Aż tu dnia ednego, wszedłszy przypadkiem do introligatora, spostrzega świeżą, wilgotną eszcze książkę, w które Angelo całe ego odkrycie ogłasza za swo e, szczegółowo e ob- aśnia i z
6892_10615_000302|Jakoż około trzeciej po południu nomarcha kazał wyprowadzić dwa konie, na których razem z księciem wyjechali z miasta na zachód. Dwór zaś został w pałacu i bawił się jeszcze weselej.
6892_6161_000355|Początkowo była mi atmosfera zagrody i jej otoczenia tak wstrętną, że gdyby nie chęć wyświecenia prawdy, byłbym ją chętnie opuścił. Z biegiem czasu przyzwyczaiłem się do środowiska, a nawet stało mi się ono niezbędne: spoufaliłem się.
6892_8912_000837|Przecież chyba zasługuję na to — myślał — ażebym był pierwszym i ostatnim. Karafka koniaku wypróżniała się, a on opierał głowę na rękach i drzemał, ku wielkiej uciesze garsonów i gości.
6439_5541_000066|Oprócz p. Frankland w Lafterhall i naturalisty, p. Stapleton, w pobliżu niema ludzi inteligentnych. Sir Karol był skryty, małomówny.
6892_10615_000047|lekko zmarszczył brwi, i w jednej chwili młodzież zmieniła postawę. Wszyscy spoważnieli, a niektórzy padli na twarz przed kolumną. Zaprawdę! — pomyślał książę —
6892_8338_000526|Może kiedy trafił on do takiej jaskini, nie idzie jednak zatem, aby skorek miał szukać uszu ludzi śpiących, wkręcał się umyślnie w nie i przegryzał bębenki.
6892_10674_001354|Jakaż więc była armja libijska? — rzekł zdziwiony książę. — Sześć do siedmiu tysięcy ludzi. — To być nie może. Czy podobna, aby w takiej potyczce zginęło prawie całe wojsko
6892_8912_001643|Muszą zdrowe plotki krążyć o mnie!. — pomyślał, patrząc na stertę papierów. Na ulicy także, o ile miał czas zwracać uwagę, spostrzegł, że jest przedmiotem ogólnego zainteresowania.
6892_6161_000190|Raz przywiedziony do ostateczności uderzyłem go w twarz. Brzechwa w pierwszej chwili żachnął się; zbladł jak ściana i wtedy raz jedyny w życiu ujrzałem szczególny, stalowy błysk w jego oczach.
6892_10920_000444|Wiedz o tem, że dzięki jej, nikt nie ośmieli się sprzeciwiać tobie. Sami bogowie zbliżą się do ciebie i uściskają cię, albowiem — będziesz należał do ich grona.
10900_6473_001694|Całe długie godziny spędzała sam na sam z Tomem. Jedynie widok tego dziecka mógł dokazać cudu, że twarz jej zasępiona rozjaśniała się na chwilę uśmiechem szczęścia.
10900_6473_001416|Bez bólu, bez żalu i niepokoju myślę o tem, ale — co dziwniejsza, — i bez radości, którąby powinno wzbudzić w mej piersi nadchodzące ostateczne wyzwolenie.
7014_6834_002866|Tymczasem, czułem potrzebę kochania i to co byłoby zrodziło miłość w mem sercu, przetworzyło się w uczucie ogólnej przychylności którą starałem się do koła rozpościerać.
7014_6834_004264|Ogólne życzenie prowincyi, przeznaczało mi rękę panny Astorgas. Przyzwyczajeni zawczasu do tej myśli, powzieliśmy ku sobie wzajemne uczucia które miały ustalić nasze małżeńskie szczęście.
7014_6834_001095|Obywatele Alexandryi, dajcie jałmużnę biednemu Delliuszowi którego wasi ojcowie znali jako pierwszego muzyka Kleopatry i ulubieńca Antoniusza.
6892_10674_000660|I jeszcze gorszą poczuł nienawiść do króla Assara, do wszystkich Asyryjczyków wogóle, a do Sargona w szczególności. Mimo to usiłował panować nad sobą i z całą uprzejmością poprosił posła o pokazanie mu darów dla faraona.
6892_9500_000612|Zdawało mu się, że każde słowo Starskiego i panny Izabeli, pada mu na twarz, na głowę, na piersi, jak krople ołowianego deszczu. Już nie myślał ich ostrzegać, że rozumie co mówią, tylko słuchał i słuchał.
7014_6834_001371|Lopezie - zawołał Gaspar - czemuż wybrałeś właśnie pannę Moro? - Przypomnij sobie - przerwał Busqueros - że sam klęczałeś u jej kolan. -
6892_10920_000805|A waszą świątobliwość odstrasza widok libijskiej włóczni?. Groźby dobre są dla pospólstwa, nie dla mnie, który sam potrafiłbym napisać jeszcze groźniejsze przekleństwa.
10900_6473_001209|czy tez upiorem grodu, zamarłego przed wiekami, — a oto teraz znalazłem znowu rzecz, zdającą się świadczyć o istnieniu tutaj rozumnych stworzeń na długo, długo, przed naszem przybyciem.
6892_6779_000053|Złorzeczyć, nie wiem, jeżeli przystoi Tym, którzy tylko winni błogosławić. Jad bardziej ranę rozjątrza, niż goi. Na cóż się próżnem narzekaniem bawić? Nie z zemsty pozna Bóg, którzy są swoi,
6892_10920_000085|Pyszny i lekkomyślny Asyryjczyk stawia swoje sześciany jeden na drugim i buduje gmach wielopiętrowy, pod którego ciężarem usuwa się ziemia. Pobożny zaś i roztropny Egipcjanin ustawia swoje ścięte piramidy jedna za drugą.
7014_6834_000410|Nagłe uderzenie wiatru, który zatrząsł oknami tak że broń na ścianie zagrzegotała, podwoiło moją trwogę. Wszelako nie przestawałem żarliwie się modlić.
7014_6834_004143|służąca powtórzyła to samej ochmistrzyni, ta zaś, dla zaskarbienia sobie łaski, powiedziała wszystko hrabiemu. Rowellas, porównywając bezimienność mego listu, biegłość okazaną w walce byków
6892_8338_000751|ale mimo to, z tymi obdartusami jest mój wuj w najściślejszej zażyłości i w wytartem, znoszonem odzieniu są mu one milsze i droższe, aniżeli inne, sztywne i
6892_10615_000845|On tylko wymalował plan, a jeszcze i do tego miał pomocników. Ty zaś, książę, wszystko chciałeś wykonać sam, sam wysłuchać i załatwić wszelkie interesa. To przechodzi człowiecze siły.
10900_6473_001978|wszystko zapowiada blizkość owej ziemi obiecanej, gdzie mamy nareszcie wypocząć po niewysłowionych trudach, trwających już czwarty miesiąc — a ja zamiast się radować, jestem smutny, coraz bardziej smutny.
6892_9500_000018|Treść znam, dowód widziałem; nie znam tylko bliższych szczegółów. Przysięgam — mówił, zapalając się Ochocki — że dla takiej sprawy możnaby poświęcić nawet dziesięć kochanek! —
